Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,Sales growth,Profit growth,Operating profit growth,TTM Result Date,EPS,EPS latest quarter,EPS growth 3Years,Debt to equity,Interest Coverage Ratio
Manomay Tex Indi,540396,MANOMAY,INE784W01015,Textiles & Apparels,Other Textile Products,230.00,20.57,415.12,0.00,4.95,11.24,197.51,20.48,11.41,5.50,8.33,-2.85,202606.00,11.16,2.74,14.80,2.03,1.91
Mantra Capital,511577,,INE304E01010,Finance,Non Banking Financial Company (NBFC),17.99,,64.56,0.00,-3.96,-54.69,5.84,142.32,-9.31,248.06,-54.62,35.17,202606.00,-4.58,-1.11,,3.34,-0.71
Maral Overseas,521018,MARALOVER,INE882A01013,Textiles & Apparels,Other Textile Products,61.50,11.40,255.29,0.00,5.98,147.57,263.21,16.72,7.57,-0.30,173.80,206.57,202606.00,5.25,1.44,31.21,3.38,1.54
Maris Spinners,531503,,INE866D01010,Textiles & Apparels,Other Textile Products,39.94,12.49,32.64,0.00,3.63,906.67,48.05,26.12,7.96,7.62,353.40,132.18,202606.00,3.15,4.38,23.08,3.61,1.41
MAS FINANC SER,540749,MASFIN,INE348L01012,Finance,Non Banking Financial Company (NBFC),291.00,13.29,5280.30,0.69,110.15,26.78,562.46,20.70,11.30,23.12,22.62,18.29,202606.00,21.72,5.98,18.57,3.47,1.59
Mcleod Russel,532654,MCLEODRUSS,INE942G01012,Agricultural Food & other Products,Tea & Coffee,42.12,8.26,439.97,0.00,-13.38,69.23,261.11,21.02,-4.68,-0.39,124.17,-129.08,202606.00,-8.94,-1.28,29.67,33.57,-0.45
Minaxi Textiles,531456,,INE952C01028,Textiles & Apparels,Other Textile Products,1.38,136.31,6.82,0.00,0.10,-94.54,5.89,9.68,3.21,-6.48,-97.78,23.08,202606.00,0.01,0.02,19.21,2.90,1.13
Minolta Finance,532164,,INE514C01026,Finance,Non Banking Financial Company (NBFC),1.38,,69.00,0.00,0.47,213.33,4.91,139.51,6.31,421.48,-273.33,476.84,202606.00,-0.01,0.01,,19.11,0.83
Moneyboxx Fin.,538446,MONEYBOXX,INE296Q01012,Finance,Non Banking Financial Company (NBFC),44.96,239.59,313.86,0.00,0.21,-12.50,52.02,-11.86,9.05,5.86,146.45,24.89,202606.00,0.19,0.03,28.88,2.28,1.02
Morgan Ventures,526237,,INE902C01015,Finance,Non Banking Financial Company (NBFC),42.51,55.37,42.09,0.00,-2.34,-322.86,2.85,-48.46,8.96,-31.58,-96.63,-47.85,202606.00,0.77,-2.36,-11.44,2.10,1.23
Mudunuru,538743,,INE491C01027,IT - Software,Computers - Software & Consulting,8.18,,25.85,0.00,-0.82,-17.14,0.45,-15.09,-41.60,-53.72,-39.13,-364.00,202606.00,-0.61,-0.26,-6.56,10.22,-38.40
Mufin Green,542774,MUFIN,INE08KJ01020,Finance,Non Banking Financial Company (NBFC),133.50,69.30,2645.48,0.00,14.01,240.88,76.87,60.11,10.73,43.01,92.97,53.96,202606.00,2.02,0.71,38.43,2.43,1.38
Muthoot Cap.Serv,511766,MUTHOOTCAP,INE296G01013,Finance,Non Banking Financial Company (NBFC),227.35,14.86,373.93,0.00,8.12,273.88,155.53,7.11,10.26,22.00,-16.97,17.63,202606.00,14.57,4.94,-46.03,4.94,1.11
Muthoot Microfin,544055,MUTHOOTMF,INE046W01019,Finance,Microfinance Institutions,189.50,13.13,3230.80,0.00,81.34,1216.18,668.64,19.69,9.31,0.93,174.47,141.98,202606.00,14.39,4.77,-10.62,3.40,1.34
NDTV,532529,NDTV,INE155G01029,Entertainment,TV Broadcasting & Software Production,70.33,,793.47,0.00,-81.88,-16.00,117.23,8.90,-72.58,12.35,-37.07,-41.85,202606.00,-29.59,-7.24,,2.01,-10.49
Neo Infracon,514332,,INE216I01017,Realty,"Residential, Commercial Projects",45.86,49.68,24.35,0.00,-0.23,-227.78,0.82,-70.71,9.61,-49.45,-65.73,-52.34,202606.00,0.92,-0.43,93.94,2.08,1.63
Northern Arc,544260,NORTHARC,INE850M01015,Finance,Non Banking Financial Company (NBFC),293.65,10.83,4747.23,0.00,114.11,41.06,779.77,28.80,9.74,21.13,50.39,26.49,202606.00,27.19,7.07,-0.90,3.15,1.62
Nouveau Global,531465,,INE317B01042,Commercial Services & Supplies,Trading & Distributors,0.32,,5.93,0.00,-0.04,-233.33,0.00,,-2.28,,-1275.00,-8.45,202606.00,-0.03,0.00,13.04,21.05,-1.39
Olympic Cards,534190,,INE550L01013,Consumer Durables,Leisure Products,2.94,,4.79,0.00,-1.07,-4.90,2.52,16.67,-14.04,12.28,92.21,-38.12,202606.00,-0.19,-0.66,12.56,13.04,-0.61
Organic Coatings,531157,,INE412E01011,Chemicals & Petrochemicals,Specialty Chemicals,18.38,,18.33,0.00,-0.36,57.65,11.22,58.70,-24.06,40.36,13.98,10.07,202606.00,-2.78,-0.36,,508.00,-3.01
Orient Beverages,507690,,INE247F01018,Beverages,Other Beverages,161.00,8.16,34.78,0.00,2.11,24.12,53.49,14.12,12.17,10.98,80.85,106.42,202606.00,19.66,9.76,12.88,4.40,1.74
Paisalo Digital,532900,PAISALO,INE420C01059,Finance,Non Banking Financial Company (NBFC),84.22,30.33,7659.98,0.12,61.31,29.98,260.29,19.01,12.38,22.66,22.74,20.30,202606.00,2.76,0.67,34.78,2.43,1.85
Peninsula Land,503031,PENINLAND,INE138A01028,Realty,"Residential, Commercial Projects",15.25,,505.87,0.00,-7.72,-1348.32,23.40,-37.55,4.91,-50.66,-29.35,-159.11,202606.00,-4.71,-0.23,,4.24,0.26
Phyto Chem (I),524808,,INE037C01010,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,16.50,,7.09,0.00,-0.90,-87.50,0.03,-98.00,-1.57,-30.87,-22100.00,-123.81,202606.00,-5.16,-2.09,,4.48,-0.49
Piramal Finance.,544597,PIRAMALFIN,INE202B01038,Finance,Housing Finance Company,2227.10,117.39,52699.97,0.49,460.98,66.80,3368.27,27.62,6.47,17.78,-22.65,25.11,202606.00,74.58,20.34,98.74,2.84,1.04
PNB Gilts,532366,PNBGILTS,INE859A01011,Finance,Investment Company,77.17,13.69,1389.14,2.62,80.70,-49.61,454.56,-19.30,6.14,-5.33,-70.08,-16.10,202606.00,5.68,4.48,60.30,14.56,1.10
PNB Housing,540173,PNBHOUSING,INE572E01012,Finance,Housing Finance Company,1137.45,12.61,29665.12,0.69,554.50,4.28,2252.50,9.14,9.44,10.35,15.12,11.75,202606.00,90.22,21.28,29.96,3.70,1.59
Polycon Intl.,531397,,INE262C01014,Industrial Products,Packaging,24.40,,11.94,0.00,-0.47,-80.77,4.25,-2.52,-2.65,-14.83,-46.92,-106.21,202606.00,-6.33,-0.96,,31.40,-0.55
Poonawalla Fin,524000,POONAWALLA,INE511C01022,Finance,Non Banking Financial Company (NBFC),433.05,48.48,38133.28,0.00,307.71,391.55,2330.22,77.34,7.51,72.47,340.37,215.64,202606.00,9.39,3.49,2.77,4.68,1.33
Popular Vehicles,544144,PVSL,INE772T01024,Automobiles,Auto Dealer,99.20,,706.28,0.00,1.37,115.64,1889.58,44.14,4.27,25.16,94.04,45.24,202606.00,-0.33,0.19,,2.24,0.87
Power Fin.Corpn.,532810,PFC,INE134E01011,Finance,Financial Institution,345.40,4.44,113985.60,5.29,8997.92,2.12,28526.86,-0.04,9.71,4.63,7.17,4.91,202606.00,78.93,21.25,17.71,7.00,1.62
Prec. Electronic,517258,,INE143C01024,Industrial Manufacturing,Industrial Products,164.00,,227.14,0.00,-2.36,-742.86,13.28,-40.34,7.15,12.64,-253.68,-5.31,202606.00,-1.05,-1.70,34.66,4.82,0.76
Prime Focus,532748,PFOCUS,INE367G01038,Entertainment,Media & Entertainment,319.30,139.30,24866.24,0.00,-45.78,-90.56,1266.81,23.81,11.28,29.17,18.87,54.91,202606.00,1.49,-0.53,-21.05,2.74,1.43
Pro Fin Capital,511557,,INE732K01027,Commercial Services & Supplies,Diversified Commercial Services,2.49,,147.58,0.00,2.51,-1.18,36.76,249.43,-0.08,-1654.14,92.35,56.20,202606.00,-0.04,0.04,,4.13,-0.29
Pun. & Sind Bank,533295,PSB,INE608A01012,Banks,Public Sector Bank,22.45,11.48,15929.58,1.73,331.51,23.16,3213.37,10.40,5.95,4.64,25.45,14.16,202606.00,1.95,0.47,-1.26,11.21,1.23
Punjab Natl.Bank,532461,PNB,INE160A01022,Banks,Public Sector Bank,115.30,6.02,132513.76,2.57,5834.77,174.29,33589.17,3.12,6.13,3.41,32.86,5.80,202606.00,19.22,5.06,73.95,11.79,1.31
Puravankara,532891,PURVA,INE323I01011,Realty,"Residential, Commercial Projects",206.90,30.64,4906.62,0.00,25.23,142.75,848.72,61.85,11.23,116.21,160.86,261.05,202606.00,6.76,1.22,1.97,3.13,1.28
Purple Style,544901,PERNIASPOP,INE0I1B01016,Retailing,Speciality Retail,545.00,,4363.29,0.00,,,,,-12.38,13.87,-155.20,-44.14,202603.00,-41.83,,25.96,2.44,-0.72
Qgo Finance,538646,,INE837C01013,Finance,Non Banking Financial Company (NBFC),39.01,7.57,27.12,1.54,0.99,26.92,5.76,36.82,13.46,19.64,20.54,15.66,202606.00,5.15,1.42,24.18,4.89,1.41
Quality Foils,,QFIL,INE0O1M01015,Industrial Products,Iron & Steel Products,63.00,12.23,17.98,0.00,0.65,8.33,89.75,21.56,7.00,22.07,301.37,89.62,202603.00,5.15,2.28,-6.00,2.08,1.46
Raconteur Global,541703,,INE00WY01013,Retailing,Speciality Retail,10.50,,18.93,0.00,-20.54,-7707.41,3.72,644.00,-5.55,644.00,-5162.50,-4864.71,202603.00,-19.80,-19.06,,5.33,-0.95
Raghuvir Synth,514316,,INE969C01022,Textiles & Apparels,Other Textile Products,90.55,,350.88,0.00,-3.58,-187.10,24.18,-73.14,1.40,-23.27,-114.17,-51.28,202603.00,-0.33,-0.92,23.21,2.27,0.52
Rainbow Foundat.,531694,,INE230F01014,Realty,"Residential, Commercial Projects",31.76,15.88,157.59,0.00,3.75,179.26,84.96,68.77,7.81,33.63,33.69,31.62,202606.00,1.92,0.76,77.97,5.50,1.39
Raja Bahadur Int,503127,,INE491N01016,Realty,"Residential, Commercial Projects",5025.00,966.36,125.63,0.00,-2.33,-92.56,7.55,8.63,7.06,6.32,126.00,18.41,202606.00,5.20,-93.20,31.17,23.88,1.26
Ratnabhumi Dev.,540796,,INE821Y01011,Realty,"Residential, Commercial Projects",174.00,193.80,238.38,0.00,0.07,-95.50,13.61,-52.26,11.04,-75.51,-78.57,-3.76,202606.00,0.90,0.07,139.00,2.75,1.09
RBL Bank,540065,RBLBANK,INE976G01028,Banks,Private Sector Bank,404.65,71.67,62758.81,0.24,253.70,26.64,3840.25,11.60,5.77,5.37,67.08,28.90,202606.00,11.73,1.64,-3.32,9.38,1.13
RDB Real Estate,544346,RRECL,INE0AK901016,Realty,"Residential, Commercial Projects",136.95,,360.30,0.00,-13.47,-4061.76,39.48,98.89,2.95,199.95,-4622.92,-36.27,202606.00,-9.46,-5.12,,2.24,0.35
Real Touch Fin,538611,,INE840I01014,Finance,Other Financial Services,41.40,10.49,52.55,0.00,1.16,-13.43,8.63,5.50,10.64,22.75,2.04,22.22,202606.00,3.95,0.91,25.59,4.91,1.34
REC Ltd,532955,RECLTD,INE020B01018,Finance,Financial Institution,311.75,5.22,82090.79,5.86,4192.76,-6.11,14434.92,-2.05,9.71,2.03,-4.97,0.05,202606.00,60.90,15.92,13.50,6.10,1.57
Remedium Life,539561,,INE549S01036,Commercial Services & Supplies,Trading & Distributors,0.26,10.77,22.93,0.00,8.62,,111.06,,,,,,202503.00,0.02,0.10,,10.34,1.57
Repco Home Fin,535322,REPCOHOME,INE612J01015,Finance,Housing Finance Company,345.85,4.46,2163.69,2.14,121.62,5.63,467.70,6.23,10.10,4.91,3.84,1.27,202606.00,77.03,19.44,14.53,3.02,1.59
Restaurant Brand,543248,RBA,INE07T201019,Leisure Services,Restaurants,95.60,,6807.47,0.00,-33.01,32.40,822.61,17.90,-0.47,13.29,17.88,27.59,202606.00,-2.89,-0.40,8.83,2.73,0.01
Revati Media,524504,,INE270D01015,Commercial Services & Supplies,Trading & Distributors,12.81,,3.84,0.00,-0.07,-16.67,0.00,,-10.63,,-18.52,-3.70,202606.00,,,,3.28,-7.00
Richfield Fin,539435,,INE201C01012,Finance,Other Financial Services,19.10,30.23,18.45,0.00,0.34,277.78,4.90,123.74,9.08,156.19,238.89,1295.35,202606.00,0.76,0.35,200.68,4.72,1.14
Royal Orch.Hotel,532699,ROHLTD,INE283H01019,Leisure Services,Hotels & Resorts,299.90,30.87,822.45,0.83,6.80,-41.32,107.21,36.11,10.84,26.86,-46.00,23.75,202606.00,10.09,2.34,-13.01,2.48,1.62
RPSG Ventures,542333,RPSGVENT,INE425Y01011,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),848.00,,2805.72,0.00,253.09,34.95,3576.44,20.36,10.61,18.53,-72.76,22.19,202606.00,-39.29,27.53,5.61,3.29,1.49
S.A.L Steel,532604,SALSTEEL,INE658G01014,Ferrous Metals,Sponge Iron,70.91,,1026.57,0.00,3.09,131.95,87.37,-31.57,1.08,-70.23,80.39,168.56,202606.00,1.19,0.21,,2.38,1.05
Sainik Finance,530265,,INE584B01013,Cement & Cement Products,Cement & Cement Products,39.00,10.24,42.46,0.00,0.92,-3.16,4.42,22.10,10.57,6.06,-34.13,0.39,202606.00,3.81,0.85,264.26,2.17,1.43
Sakthi Finance,511066,,INE302E01014,Finance,Investment Company,27.05,10.12,175.03,2.95,4.18,1.46,51.00,-5.12,10.87,-3.51,2.55,1.89,202606.00,2.68,0.65,11.33,4.84,1.19
Sakthi Sugars,507315,SAKHTISUG,INE623A01011,Agricultural Food & other Products,Sugar,19.14,8.31,227.48,0.00,-1.83,-66.36,376.91,24.63,14.08,16.25,110.85,69.61,202606.00,2.31,-0.15,29.97,3.16,1.39
Salguti Industri,526554,,INE159C01012,Industrial Products,Packaging,30.40,,22.92,0.00,0.02,-33.33,31.11,37.78,5.65,27.68,48.15,102.30,202606.00,-0.19,0.03,,4.15,0.87
